Alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,CL/CD,Endurance_Score,Payload_Score,Average_Endurance_Score,Average_Payload_Score,Airfoil
-5.0,-0.5009,0.02231,0.01206,-0.0254,1.0,0.2102,-22.451815329448678,-22.655710329448677,-13.973911197669207,7.226899770878447,4.648623053003259,1710
-4.0,-0.4159,0.01818,0.00931,-0.0203,1.0,0.4353,-22.876787678767876,-23.046147678767877,-14.143578607260727,7.226899770878447,4.648623053003259,1710
-3.0,-0.3374,0.017,0.00899,-0.0107,1.0,0.6772,-19.84705882352941,-19.98730882352941,-12.247965294117645,7.226899770878447,4.648623053003259,1710
-2.0,-0.2713,0.01644,0.00871,0.0037,1.0,0.8705,-16.50243309002433,-16.62028309002433,-10.176417854014597,7.226899770878447,4.648623053003259,1710
-1.0,-0.0911,0.01592,0.00761,-0.0123,1.0,1.0,-5.722361809045226,-5.763071809045226,-3.5264710854271355,7.226899770878447,4.648623053003259,1710
0.0,-0.0276,0.01592,0.00718,-0.0086,1.0,1.0,-1.7336683417085428,-1.7500883417085427,-1.0701250050251254,7.226899770878447,4.648623053003259,1710
1.0,0.058,0.01717,0.00825,-0.0081,1.0,1.0,3.37798485730926,3.39502985730926,2.0821669143855557,7.226899770878447,4.648623053003259,1710
2.0,0.1859,0.01977,0.01098,-0.0175,0.9797,1.0,9.403136064744563,9.472861064744563,5.825577638846738,7.226899770878447,4.648623053003259,1710
3.0,0.435,0.02002,0.01198,-0.0428,0.8829,1.0,21.72827172827173,21.905101728271728,13.472239036963037,7.226899770878447,4.648623053003259,1710
4.0,0.5988,0.01711,0.00963,-0.0429,0.7314,1.0,34.99707773232028,35.240912732320275,21.59791463939217,7.226899770878447,4.648623053003259,1710
5.0,0.6858,0.01847,0.00996,-0.0325,0.4573,1.0,37.13048186247969,37.40531686247969,22.963645117487815,7.226899770878447,4.648623053003259,1710
6.0,0.7577,0.02424,0.01379,-0.0245,0.1927,1.0,31.25825082508251,31.556560825082506,19.510252495049507,7.226899770878447,4.648623053003259,1710
7.0,0.8555,0.03152,0.02114,-0.0213,0.1258,1.0,27.141497461928935,27.474327461928937,17.13622447715736,7.226899770878447,4.648623053003259,1710
8.0,0.9374,0.04183,0.03257,-0.0167,0.1028,1.0,22.409753765240257,22.768808765240255,14.376556259144154,7.226899770878447,4.648623053003259,1710
9.0,0.9609,0.05807,0.05087,-0.0086,0.0999,1.0,16.547270535560532,16.90517553556053,10.87850832133632,7.226899770878447,4.648623053003259,1710
10.0,0.8648,0.08342,0.07748,-0.0067,0.1146,1.0,10.3668185087509,10.6730385087509,7.06887710525054,7.226899770878447,4.648623053003259,1710
11.0,0.7326,0.13279,0.12664,-0.0459,0.2168,1.0,5.51698170042925,5.757396700429251,4.02082102025755,7.226899770878447,4.648623053003259,1710
12.0,0.7567,0.14975,0.1436,-0.0475,0.1908,1.0,5.053088480801336,5.295143480801336,3.7633530884808017,7.226899770878447,4.648623053003259,1710
13.0,0.7542,0.16422,0.15798,-0.0543,0.1666,1.0,4.592619656558275,4.828479656558275,3.4823577939349653,7.226899770878447,4.648623053003259,1710
14.0,0.7909,0.18222,0.17601,-0.0565,0.1473,1.0,4.340357809241577,4.582557809241576,3.3643206855449463,7.226899770878447,4.648623053003259,1710
15.0,0.7978,0.19526,0.18897,-0.0649,0.1319,1.0,4.085834272252382,4.326794272252382,3.2167385633514285,7.226899770878447,4.648623053003259,1710
-5.0,-0.4989,0.02195,0.01185,-0.0278,1.0,0.221,-22.72892938496583,-22.93112438496583,-14.137867630979498,7.037921382451866,4.50401940089969,1810
-4.0,-0.4099,0.01803,0.00929,-0.0232,1.0,0.4677,-22.734331669439822,-22.900346669439823,-14.051785001663893,7.037921382451866,4.50401940089969,1810
-3.0,-0.331,0.01717,0.00917,-0.0129,1.0,0.6952,-19.27781013395457,-19.414925133954572,-11.899830080372743,7.037921382451866,4.50401940089969,1810
-2.0,-0.2717,0.0169,0.00905,0.0031,1.0,0.8661,-16.076923076923077,-16.194983076923076,-9.921543846153847,7.037921382451866,4.50401940089969,1810
-1.0,-0.0717,0.01637,0.00795,-0.0146,1.0,1.0,-4.37996334758705,-4.412448347587049,-2.70149200855223,7.037921382451866,4.50401940089969,1810
0.0,-0.0264,0.01575,0.00708,-0.0086,1.0,1.0,-1.6761904761904762,-1.6920454761904762,-1.0344042857142857,7.037921382451866,4.50401940089969,1810
1.0,0.0647,0.01683,0.00801,-0.0094,1.0,1.0,3.8443256090314906,3.8646106090314905,2.3688693654188944,7.037921382451866,4.50401940089969,1810
2.0,0.1708,0.01932,0.01063,-0.0151,0.99,1.0,8.840579710144928,8.903769710144928,5.4727938260869555,7.037921382451866,4.50401940089969,1810
3.0,0.4214,0.01964,0.01171,-0.0414,0.8867,1.0,21.45621181262729,21.627371812627292,13.295339087576375,7.037921382451866,4.50401940089969,1810
4.0,0.6067,0.01671,0.00924,-0.0454,0.7139,1.0,36.30760023937762,36.55554523937762,22.39245814362657,7.037921382451866,4.50401940089969,1810
5.0,0.6901,0.01884,0.01013,-0.0354,0.4156,1.0,36.62951167728238,36.90675167728239,22.66757900636943,7.037921382451866,4.50401940089969,1810
6.0,0.7681,0.02492,0.01447,-0.0286,0.1792,1.0,30.82263242375602,31.125992423756017,19.259555454253608,7.037921382451866,4.50401940089969,1810
7.0,0.8682,0.03241,0.02211,-0.0259,0.1216,1.0,26.78802838630052,27.12687338630052,16.93712503178031,7.037921382451866,4.50401940089969,1810
8.0,0.9453,0.04337,0.03448,-0.0207,0.1015,1.0,21.79617246944893,22.15881746944893,14.016399481669358,7.037921382451866,4.50401940089969,1810
9.0,0.9617,0.06062,0.05372,-0.0125,0.1009,1.0,15.864401187726823,16.222521187726823,10.469466712636095,7.037921382451866,4.50401940089969,1810
10.0,0.8747,0.08608,0.08027,-0.011,0.117,1.0,10.161477695167287,10.471617695167286,6.955470617100373,7.037921382451866,4.50401940089969,1810
11.0,0.5749,0.12633,0.12061,-0.0332,0.2282,1.0,4.550779703949972,4.727534703949972,3.283421822369983,7.037921382451866,4.50401940089969,1810
12.0,0.5728,0.13951,0.13377,-0.0349,0.2016,1.0,4.1057988674646975,4.275633867464697,3.0118673204788187,7.037921382451866,4.50401940089969,1810
13.0,0.6107,0.15553,0.14986,-0.0345,0.1767,1.0,3.926573651385585,4.103438651385585,2.938988190831351,7.037921382451866,4.50401940089969,1810
14.0,0.5746,0.16069,0.15499,-0.0382,0.1603,1.0,3.5758292364179476,3.7367842364179475,2.6917795418507686,7.037921382451866,4.50401940089969,1810
15.0,0.5732,0.16969,0.164,-0.042,0.1433,1.0,3.3779244504685013,3.5349594504685014,2.5702166702811007,7.037921382451866,4.50401940089969,1810
-5.0,-0.4902,0.02154,0.01148,-0.0312,1.0,0.2367,-22.757660167130922,-22.95515016713092,-14.145984100278554,7.159468624194742,4.6142019364216065,1910
-4.0,-0.3949,0.01791,0.00929,-0.0276,1.0,0.5029,-22.049134561697375,-22.207769561697376,-13.625202737018425,7.159468624194742,4.6142019364216065,1910
-3.0,-0.3185,0.01734,0.00938,-0.0161,1.0,0.7128,-18.3679354094579,-18.4991754094579,-11.34111924567474,7.159468624194742,4.6142019364216065,1910
-2.0,-0.2689,0.01764,0.00975,0.0028,1.0,0.865,-15.2437641723356,-15.3609841723356,-9.418966503401359,7.159468624194742,4.6142019364216065,1910
-1.0,-0.0561,0.01687,0.00835,-0.0162,1.0,1.0,-3.3254297569650264,-3.3514447569650265,-2.053111854179016,7.159468624194742,4.6142019364216065,1910
0.0,-0.0293,0.0158,0.0072,-0.0073,1.0,1.0,-1.8544303797468353,-1.8718603797468354,-1.1443882278481012,7.159468624194742,4.6142019364216065,1910
1.0,0.0629,0.01671,0.00803,-0.0089,1.0,1.0,3.7642130460801915,3.783688046080192,2.318975827648115,7.159468624194742,4.6142019364216065,1910
2.0,0.1662,0.01918,0.01065,-0.0147,0.9944,1.0,8.665276329509906,8.726576329509905,5.362999797705944,7.159468624194742,4.6142019364216065,1910
3.0,0.4153,0.01888,0.01111,-0.0405,0.8866,1.0,21.996822033898304,22.165652033898304,13.613667220338982,7.159468624194742,4.6142019364216065,1910
4.0,0.618,0.0167,0.00924,-0.0484,0.689,1.0,37.0059880239521,37.259358023952096,22.82309281437126,7.159468624194742,4.6142019364216065,1910
5.0,0.6973,0.01934,0.01045,-0.0386,0.3741,1.0,36.054808686659776,36.33563868665978,22.330177211995867,7.159468624194742,4.6142019364216065,1910
6.0,0.7817,0.02563,0.0153,-0.0332,0.1682,1.0,30.499414748341785,30.809239748341785,19.07954284900507,7.159468624194742,4.6142019364216065,1910
7.0,0.8839,0.03371,0.02361,-0.0311,0.118,1.0,26.220706021951948,26.566741021951945,16.61269161317117,7.159468624194742,4.6142019364216065,1910
8.0,0.9554,0.04507,0.03666,-0.0251,0.1004,1.0,21.19813623252718,21.56529123252718,13.667777739516307,7.159468624194742,4.6142019364216065,1910
9.0,0.9637,0.06335,0.05684,-0.0171,0.102,1.0,15.212312549329123,15.571247549329122,10.080127529597473,7.159468624194742,4.6142019364216065,1910
10.0,0.7759,0.11979,0.11421,-0.0497,0.2377,1.0,6.477168377994825,6.742543377994825,4.643213026796895,7.159468624194742,4.6142019364216065,1910
11.0,0.7748,0.13664,0.13099,-0.0542,0.209,1.0,5.670374707259953,5.928234707259953,4.1551168243559715,7.159468624194742,4.6142019364216065,1910
12.0,0.7649,0.15234,0.14659,-0.0613,0.1818,1.0,5.021005645267166,5.269185645267166,3.7531653871602995,7.159468624194742,4.6142019364216065,1910
13.0,0.7918,0.17001,0.16425,-0.0648,0.1624,1.0,4.657373095700253,4.9085280957002535,3.558701857420151,7.159468624194742,4.6142019364216065,1910
14.0,0.7931,0.1832,0.17735,-0.0739,0.1423,1.0,4.329148471615721,4.576958471615721,3.3613390829694323,7.159468624194742,4.6142019364216065,1910
15.0,0.8175,0.19775,0.1919,-0.0807,0.1254,1.0,4.134007585335019,4.3863425853350195,3.2664245512010117,7.159468624194742,4.6142019364216065,1910
-5.0,-0.4467,0.01703,0.00864,-0.0027,1.0,0.5343,-26.230182031708747,-26.416567031708745,-16.18794521902525,9.712313264268586,6.086284425227818,2010
-4.0,-0.3731,0.016,0.00845,0.0101,1.0,0.7825,-23.318749999999998,-23.47902,-14.36856,9.712313264268586,6.086284425227818,2010
-3.0,-0.1284,0.01698,0.00872,-0.0089,1.0,0.9748,-7.561837455830388,-7.619017455830388,-4.668008473498232,9.712313264268586,6.086284425227818,2010
-2.0,-0.0491,0.0155,0.00694,-0.0103,1.0,1.0,-3.1677419354838707,-3.192041935483871,-1.9518151612903223,9.712313264268586,6.086284425227818,2010
-1.0,-0.027,0.01574,0.00693,0.0015,1.0,1.0,-1.7153748411689962,-1.7344948411689962,-1.0595229047013979,9.712313264268586,6.086284425227818,2010
0.0,0.0317,0.0172,0.00829,0.0058,1.0,1.0,1.8430232558139534,1.8453632558139534,1.133493953488372,9.712313264268586,6.086284425227818,2010
1.0,0.2662,0.01907,0.0106,-0.0215,0.9291,1.0,13.959098059779759,14.062493059779758,8.639994835867855,9.712313264268586,6.086284425227818,2010
2.0,0.4717,0.01764,0.0099,-0.0337,0.812,1.0,26.740362811791385,26.930332811791388,16.51575968707483,9.712313264268586,6.086284425227818,2010
3.0,0.5647,0.01719,0.0093,-0.0228,0.6386,1.0,32.85049447353112,33.074619473531115,20.27383868411867,9.712313264268586,6.086284425227818,2010
4.0,0.6368,0.01927,0.01018,-0.012,0.3706,1.0,33.04618578100675,33.29487078100675,20.461857468604048,9.712313264268586,6.086284425227818,2010
5.0,0.7145,0.02513,0.01457,-0.0057,0.1735,1.0,28.43215280541186,28.70709780541186,17.769335683247114,9.712313264268586,6.086284425227818,2010
6.0,0.8079,0.03255,0.02241,-0.0021,0.1211,1.0,24.82027649769585,25.127791497695853,15.693765898617508,9.712313264268586,6.086284425227818,2010
7.0,0.8852,0.04359,0.03435,0.0019,0.1014,1.0,20.307409956412023,20.639124956412022,13.060737973847212,9.712313264268586,6.086284425227818,2010
8.0,0.9046,0.06037,0.05313,0.0085,0.1003,1.0,14.984263707139307,15.313368707139308,9.882234224283584,9.712313264268586,6.086284425227818,2010
9.0,0.8042,0.09081,0.08475,0.0045,0.1299,1.0,8.855852879638807,9.130777879638806,6.099099727783284,9.712313264268586,6.086284425227818,2010
-3.0,-0.2701,0.02765,0.01824,-0.0143,1.0,0.1266,-9.768535262206148,-9.886110262206149,-6.1353211573236885,13.653821557908465,8.578358601411745,2110
-2.0,-0.1696,0.02324,0.01309,-0.01,1.0,0.1144,-7.29776247848537,-7.37422247848537,-4.551905487091222,13.653821557908465,8.578358601411745,2110
-1.0,-0.0754,0.0207,0.01058,-0.0069,1.0,0.1261,-3.6425120772946857,-3.6809520772946858,-2.2643572463768114,13.653821557908465,8.578358601411745,2110
0.0,0.0286,0.01783,0.01068,-0.007,0.996,1.0,1.6040381379697142,1.6086631379697143,0.9881568827818284,13.653821557908465,8.578358601411745,2110
1.0,0.3264,0.01759,0.0094,-0.0397,0.8896,1.0,18.55599772598067,18.68967272598067,11.460450635588403,13.653821557908465,8.578358601411745,2110
2.0,0.4618,0.01625,0.0077,-0.0377,0.7588,1.0,28.418461538461536,28.606366538461536,17.513396923076918,13.653821557908465,8.578358601411745,2110
3.0,0.5457,0.017,0.00717,-0.0273,0.5198,1.0,32.099999999999994,32.317969999999995,19.805029999999995,13.653821557908465,8.578358601411745,2110
4.0,0.635,0.02059,0.00918,-0.0223,0.345,1.0,30.840213695968917,31.090608695968914,19.13724021758135,13.653821557908465,8.578358601411745,2110
5.0,0.737,0.02404,0.01241,-0.0207,0.301,1.0,30.65723793677205,30.946227936772047,19.12860476206323,13.653821557908465,8.578358601411745,2110
6.0,0.8389,0.02827,0.01673,-0.0196,0.2794,1.0,29.67456667845773,30.001871678457732,18.639946007074638,13.653821557908465,8.578358601411745,2110
7.0,0.9318,0.03377,0.02306,-0.0178,0.2657,1.0,27.5925377554042,27.9537127554042,17.482348653242518,13.653821557908465,8.578358601411745,2110
8.0,1.001,0.04223,0.03288,-0.0149,0.2553,1.0,23.703528297418895,24.087283297418896,15.216160978451338,13.653821557908465,8.578358601411745,2110
9.0,1.0443,0.05427,0.04601,-0.012,0.2476,1.0,19.242675511332227,19.636860511332227,12.580251306799337,13.653821557908465,8.578358601411745,2110
11.0,0.5703,0.12365,0.11634,-0.0288,0.3354,1.0,4.612211888394663,4.787146888394663,3.315777133036798,13.653821557908465,8.578358601411745,2110
12.0,0.591,0.13538,0.12823,-0.0291,0.308,1.0,4.36548973260452,4.54292973260452,3.186127839562712,13.653821557908465,8.578358601411745,2110
13.0,0.6181,0.14761,0.14069,-0.0296,0.2791,1.0,4.187385678477068,4.369700678477069,3.103969407086241,13.653821557908465,8.578358601411745,2110
14.0,0.6242,0.15678,0.15009,-0.03,0.2497,1.0,3.981375175405026,4.161665175405027,2.9846691052430154,13.653821557908465,8.578358601411745,2110
15.0,0.6061,0.16213,0.15562,-0.0322,0.2218,1.0,3.738358107691359,3.9093931076913586,2.819908864614815,13.653821557908465,8.578358601411745,2110
-4.0,-0.3528,0.03085,0.0217,-0.0225,1.0,0.1235,-11.435980551053484,-11.585775551053484,-7.218308330632091,18.435243754890074,11.51729204240773,2210
-3.0,-0.2586,0.0243,0.01404,-0.0185,1.0,0.1388,-10.641975308641976,-10.752015308641976,-6.646795185185185,18.435243754890074,11.51729204240773,2210
-2.0,-0.1605,0.01992,0.00981,-0.0158,1.0,0.1986,-8.05722891566265,-8.126648915662651,-4.99724134939759,18.435243754890074,11.51729204240773,2210
-1.0,-0.0537,0.01638,0.00883,-0.0135,1.0,1.0,-3.2783882783882783,-3.3040082783882783,-2.022658967032967,18.435243754890074,11.51729204240773,2210
0.0,0.0764,0.01814,0.00982,-0.0221,0.9766,1.0,4.211686879823594,4.239806879823594,2.601994127894156,18.435243754890074,11.51729204240773,2210
1.0,0.3229,0.01817,0.00955,-0.0476,0.8944,1.0,17.771051183269126,17.905406183269125,10.986656709961474,18.435243754890074,11.51729204240773,2210
2.0,0.4702,0.01704,0.00825,-0.0489,0.7789,1.0,27.593896713615024,27.78812671361502,17.028020028169014,18.435243754890074,11.51729204240773,2210
3.0,0.569,0.01759,0.0081,-0.0419,0.6358,1.0,32.34792495736213,32.57929995736213,19.978426974417278,18.435243754890074,11.51729204240773,2210
4.0,0.6659,0.01972,0.00971,-0.0379,0.5351,1.0,33.767748478701826,34.03561847870183,20.926395087221092,18.435243754890074,11.51729204240773,2210
5.0,0.7652,0.02242,0.01236,-0.0355,0.4755,1.0,34.13024085637824,34.43576085637824,21.24241051382694,18.435243754890074,11.51729204240773,2210
6.0,0.8625,0.02565,0.01589,-0.0332,0.4292,1.0,33.62573099415205,33.96786599415205,21.036128596491228,18.435243754890074,11.51729204240773,2210
7.0,0.9548,0.02918,0.01992,-0.0303,0.3813,1.0,32.721041809458534,33.09746180945854,20.58461908567512,18.435243754890074,11.51729204240773,2210
8.0,1.0424,0.03174,0.02282,-0.0258,0.3174,1.0,32.84183994959042,33.250669949590424,20.74373596975425,18.435243754890074,11.51729204240773,2210
9.0,1.1175,0.03273,0.02388,-0.0191,0.2245,1.0,34.142988084326305,34.57935308432631,21.59865685059578,18.435243754890074,11.51729204240773,2210
10.0,1.164,0.03678,0.0278,-0.0099,0.1323,1.0,31.647634584013048,32.097814584013044,20.14621475040783,18.435243754890074,11.51729204240773,2210
11.0,1.2146,0.04647,0.03777,-0.0037,0.0974,1.0,26.137292877125027,26.601007877125028,16.888051726275016,18.435243754890074,11.51729204240773,2210
12.0,1.217,0.05955,0.05199,0.0041,0.0854,1.0,20.436607892527288,20.89240289252729,13.466644735516372,18.435243754890074,11.51729204240773,2210
13.0,1.1219,0.07863,0.07218,0.0063,0.0855,1.0,14.268091059392088,14.675646059392088,9.666398635635252,18.435243754890074,11.51729204240773,2210
15.0,0.6186,0.1664,0.16031,-0.0335,0.1918,1.0,3.7175480769230775,3.8918380769230776,2.8191988461538466,18.435243754890074,11.51729204240773,2210
-5.0,-0.4352,0.03452,0.02599,-0.0312,1.0,0.1221,-12.607184241019697,-12.789164241019698,-8.003294544611819,15.202320706278334,9.529516185671762,2310
-4.0,-0.3492,0.02623,0.01621,-0.027,1.0,0.142,-13.313000381242853,-13.457695381242852,-8.33954622874571,15.202320706278334,9.529516185671762,2310
-3.0,-0.2547,0.02141,0.01118,-0.024,1.0,0.2031,-11.896310135450724,-12.001695135450724,-7.394368081270434,15.202320706278334,9.529516185671762,2310
-2.0,-0.1222,0.01586,0.00893,-0.0237,1.0,1.0,-7.704918032786886,-7.754618032786886,-4.745952819672131,15.202320706278334,9.529516185671762,2310
-1.0,-0.0621,0.01664,0.00873,-0.0185,1.0,1.0,-3.731971153846154,-3.7595811538461543,-2.302760692307692,15.202320706278334,9.529516185671762,2310
0.0,0.0724,0.01862,0.01006,-0.0283,0.9759,1.0,3.888292158968851,3.916432158968851,2.40448129538131,15.202320706278334,9.529516185671762,2310
1.0,0.2956,0.01953,0.01072,-0.0511,0.9027,1.0,15.135688684075781,15.259493684075782,9.378217210445468,15.202320706278334,9.529516185671762,2310
2.0,0.4697,0.01882,0.01002,-0.0596,0.8218,1.0,24.95749202975558,25.153842029755584,15.446391217853348,15.202320706278334,9.529516185671762,2310
3.0,0.5821,0.01899,0.0101,-0.056,0.7332,1.0,30.652975250131647,30.893120250131645,18.97568715007899,15.202320706278334,9.529516185671762,2310
4.0,0.6829,0.02019,0.01124,-0.0516,0.655,1.0,33.82367508667657,34.10222008667657,20.97822705200594,15.202320706278334,9.529516185671762,2310
5.0,0.7808,0.02193,0.01306,-0.0474,0.5831,1.0,35.60419516643867,35.919770166438674,22.1436710998632,15.202320706278334,9.529516185671762,2310
6.0,0.8755,0.02346,0.01471,-0.0422,0.5016,1.0,37.31884057971014,37.66997057971014,23.266332347826083,15.202320706278334,9.529516185671762,2310
7.0,0.9615,0.02433,0.01556,-0.0352,0.3924,1.0,39.519112207151665,39.902107207151666,24.671621324291,15.202320706278334,9.529516185671762,2310
8.0,1.0133,0.02712,0.0176,-0.0244,0.2029,1.0,37.36356932153393,37.76264932153393,23.428457592920356,15.202320706278334,9.529516185671762,2310
9.0,1.0843,0.03522,0.02522,-0.0184,0.1206,1.0,30.78648495173197,31.20811495173197,19.550986971039183,15.202320706278334,9.529516185671762,2310
10.0,1.1549,0.04573,0.03658,-0.0135,0.0945,1.0,25.254756177563962,25.697901177563963,16.299957706538375,15.202320706278334,9.529516185671762,2310
11.0,1.1804,0.0598,0.05185,-0.0066,0.0855,1.0,19.739130434782606,20.183370434782606,13.012578260869564,15.202320706278334,9.529516185671762,2310
12.0,1.1123,0.07626,0.06954,0.002,0.0856,1.0,14.585628114345662,14.991818114345662,9.848224868607396,15.202320706278334,9.529516185671762,2310
13.0,0.9404,0.11627,0.11018,-0.0195,0.0994,1.0,8.088070869527824,8.411945869527825,5.771938521716694,15.202320706278334,9.529516185671762,2310
14.0,0.5973,0.15485,0.14879,-0.0352,0.205,1.0,3.8572812399095904,4.029336239909591,2.8842187439457545,15.202320706278334,9.529516185671762,2310
15.0,0.638,0.17109,0.16517,-0.0357,0.1819,1.0,3.7290315038868433,3.9093965038868435,2.8447709023321055,15.202320706278334,9.529516185671762,2310
-5.0,-0.439,0.02968,0.02007,-0.0354,1.0,0.1295,-14.7911051212938,-14.970925121293801,-9.31605907277628,13.091908377634798,8.250597217057068,2410
-4.0,-0.3484,0.02373,0.01346,-0.032,1.0,0.1729,-14.681837336704593,-14.823462336704592,-9.159048402022757,13.091908377634798,8.250597217057068,2410
-3.0,-0.2537,0.01971,0.01,-0.0294,1.0,0.2979,-12.871638762049722,-12.974153762049722,-7.977685257229833,13.091908377634798,8.250597217057068,2410
-2.0,-0.1423,0.01608,0.00913,-0.0253,1.0,1.0,-8.849502487562189,-8.906872487562188,-5.452687492537313,13.091908377634798,8.250597217057068,2410
-1.0,-0.0694,0.01692,0.00889,-0.023,1.0,1.0,-4.101654846335697,-4.130974846335698,-2.5314769078014185,13.091908377634798,8.250597217057068,2410
0.0,0.0279,0.0189,0.01026,-0.026,0.993,1.0,1.4761904761904763,1.4857004761904764,0.9124342857142859,13.091908377634798,8.250597217057068,2410
1.0,0.2316,0.02108,0.01211,-0.0471,0.933,1.0,10.986717267552182,11.082947267552182,6.824124360531309,13.091908377634798,8.250597217057068,2410
2.0,0.4162,0.0218,0.01291,-0.0612,0.8705,1.0,19.091743119266056,19.265683119266058,11.873005871559632,13.091908377634798,8.250597217057068,2410
3.0,0.5681,0.02147,0.01286,-0.0656,0.8067,1.0,26.460176991150444,26.696361991150447,16.446472194690266,13.091908377634798,8.250597217057068,2410
4.0,0.685,0.02128,0.01294,-0.0622,0.7328,1.0,32.18984962406015,32.47186962406015,20.00087377443609,13.091908377634798,8.250597217057068,2410
5.0,0.7892,0.0211,0.01293,-0.0555,0.6414,1.0,37.40284360189573,37.72462360189573,23.23223616113744,13.091908377634798,8.250597217057068,2410
6.0,0.8807,0.02112,0.01283,-0.0469,0.5139,1.0,41.69981060606061,42.05560060606061,25.901052363636364,13.091908377634798,8.250597217057068,2410
7.0,0.9358,0.02354,0.01423,-0.0348,0.272,1.0,39.753610875106205,40.126600875106206,24.786738525063722,13.091908377634798,8.250597217057068,2410
8.0,1.006,0.03132,0.02086,-0.028,0.1371,1.0,32.12005108556833,32.51519108556833,20.274566651340994,13.091908377634798,8.250597217057068,2410
9.0,1.0956,0.04059,0.03066,-0.0244,0.1021,1.0,26.991869918699184,27.417134918699183,17.28504395121951,13.091908377634798,8.250597217057068,2410
10.0,1.1373,0.05379,0.04553,-0.0168,0.0913,1.0,21.14333519241495,21.57640019241495,13.81422311544897,13.091908377634798,8.250597217057068,2410
11.0,1.1454,0.07011,0.06279,-0.0103,0.0862,1.0,16.337184424475822,16.763379424475822,10.934718654685494,13.091908377634798,8.250597217057068,2410
12.0,0.7236,0.11209,0.10618,-0.0174,0.1225,1.0,6.455526808814346,6.694141808814345,4.576238085288607,13.091908377634798,8.250597217057068,2410
13.0,0.8055,0.16066,0.15433,-0.059,0.2022,1.0,5.013693514253704,5.273263514253703,3.787484108552222,13.091908377634798,8.250597217057068,2410
14.0,0.8344,0.17825,0.17196,-0.0621,0.182,1.0,4.681065918653577,4.944330918653576,3.613599551192146,13.091908377634798,8.250597217057068,2410
15.0,0.8384,0.1913,0.18495,-0.0696,0.1586,1.0,4.382645060115003,4.6432350601150025,3.4366870360690016,13.091908377634798,8.250597217057068,2410
-5.0,-0.4425,0.02755,0.01779,-0.0397,1.0,0.1405,-16.061705989110706,-16.240570989110704,-10.081063593466423,11.410531852500057,7.206003825785747,2510
-4.0,-0.3485,0.02232,0.01219,-0.0368,1.0,0.206,-15.61379928315412,-15.753319283154122,-9.717563569892473,11.410531852500057,7.206003825785747,2510
-3.0,-0.2533,0.01894,0.0098,-0.0343,1.0,0.4062,-13.373812038014785,-13.474312038014785,-8.27794522280887,11.410531852500057,7.206003825785747,2510
-2.0,-0.1736,0.017,0.00944,-0.0261,1.0,0.7559,-10.211764705882352,-10.281874705882352,-6.301448823529411,11.410531852500057,7.206003825785747,2510
-1.0,-0.073,0.01703,0.00897,-0.0265,1.0,1.0,-4.286553141514974,-4.316318141514974,-2.645687884908984,11.410531852500057,7.206003825785747,2510
0.0,0.0134,0.01858,0.00988,-0.0265,1.0,1.0,0.721205597416577,0.725225597416577,0.4450573584499462,11.410531852500057,7.206003825785747,2510
1.0,0.1461,0.02122,0.01217,-0.0359,0.9801,1.0,6.885014137606032,6.9436141376060325,4.276454482563619,11.410531852500057,7.206003825785747,2510
2.0,0.3333,0.0235,0.01448,-0.0533,0.9207,1.0,14.182978723404254,14.320538723404255,8.843717234042552,11.410531852500057,7.206003825785747,2510
3.0,0.5129,0.02402,0.01538,-0.0652,0.8552,1.0,21.353039134054956,21.565749134054954,13.326439480432974,11.410531852500057,7.206003825785747,2510
4.0,0.6724,0.02224,0.0142,-0.0678,0.78,1.0,30.23381294964029,30.51199294964029,18.815019769784172,11.410531852500057,7.206003825785747,2510
5.0,0.7958,0.0198,0.01205,-0.0608,0.6667,1.0,40.19191919191918,40.51857919191918,24.91307151515151,11.410531852500057,7.206003825785747,2510
6.0,0.875,0.02009,0.0119,-0.0493,0.4604,1.0,43.55400696864111,43.90875196864111,27.008316181184668,11.410531852500057,7.206003825785747,2510
7.0,0.926,0.02652,0.01611,-0.0381,0.1832,1.0,34.917043740573156,35.285613740573154,21.874732244343893,11.410531852500057,7.206003825785747,2510
8.0,1.0213,0.03452,0.02407,-0.0347,0.118,1.0,29.58574739281576,29.98741739281576,18.76931443568946,11.410531852500057,7.206003825785747,2510
9.0,1.1013,0.04549,0.03599,-0.0302,0.0965,1.0,24.20971642119147,24.63655142119147,15.621051852714881,11.410531852500057,7.206003825785747,2510
10.0,1.1128,0.06085,0.05338,-0.0203,0.0929,1.0,18.28759244042728,18.708377440427277,12.075215464256367,11.410531852500057,7.206003825785747,2510
11.0,1.0451,0.07902,0.07267,-0.0114,0.0956,1.0,13.225765628954694,13.607715628954693,8.965895377372815,11.410531852500057,7.206003825785747,2510
12.0,0.7388,0.11527,0.1095,-0.0197,0.1253,1.0,6.409299904571875,6.6530949045718755,4.5632959427431246,11.410531852500057,7.206003825785747,2510
13.0,0.6342,0.15063,0.14476,-0.0402,0.2112,1.0,4.210316669986059,4.4007416699860595,3.134284001991636,11.410531852500057,7.206003825785747,2510
14.0,0.6167,0.15847,0.15263,-0.042,0.185,1.0,3.891588313245409,4.0716333132454094,2.924158987947245,11.410531852500057,7.206003825785747,2510
