Alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,CL/CD,Endurance_Score,Payload_Score,Average_Endurance_Score,Average_Payload_Score,Airfoil
13.0,1.105,0.09785,0.09176,-0.0221,0.0892,1.0,11.292795094532448,11.692500094532447,7.863317056719468,18.227027780653497,11.3932936683921,3410
-5.0,-0.4029,0.03597,0.02789,-0.054,1.0,0.1219,-11.201000834028356,-11.363945834028357,-7.125294500417014,14.425657021031308,9.106349641190212,3510
-4.0,-0.3003,0.02739,0.01778,-0.0553,1.0,0.1507,-10.963855421686747,-11.081080421686746,-6.878561253012047,14.425657021031308,9.106349641190212,3510
-3.0,-0.1962,0.02333,0.01342,-0.0552,1.0,0.2285,-8.409772824689242,-8.483357824689241,-5.241209694813546,14.425657021031308,9.106349641190212,3510
-2.0,-0.0963,0.02122,0.01223,-0.0545,1.0,0.446,-4.538171536286522,-4.570951536286522,-2.817996921771913,14.425657021031308,9.106349641190212,3510
-1.0,-0.0245,0.01961,0.01216,-0.0469,1.0,1.0,-1.2493625701172872,-1.2548975701172873,-0.7733495420703723,14.425657021031308,9.106349641190212,3510
0.0,0.0732,0.02185,0.01339,-0.0497,0.9983,1.0,3.3501144164759724,3.3833794164759725,2.083868649885584,14.425657021031308,9.106349641190212,3510
1.0,0.2558,0.02506,0.016,-0.0675,0.9549,1.0,10.207501995211494,10.317541995211496,6.382039197126897,14.425657021031308,9.106349641190212,3510
2.0,0.4108,0.02735,0.01817,-0.0783,0.9038,1.0,15.020109689213895,15.194244689213896,9.425225813528336,14.425657021031308,9.106349641190212,3510
3.0,0.5716,0.02853,0.01955,-0.0875,0.8527,1.0,20.035050823694355,20.275675823694357,12.595674494216611,14.425657021031308,9.106349641190212,3510
4.0,0.7177,0.02831,0.0198,-0.091,0.7946,1.0,25.35146591310491,25.65169091310491,15.932017547862944,14.425657021031308,9.106349641190212,3510
5.0,0.8702,0.02516,0.01728,-0.0902,0.7288,1.0,34.58664546899841,34.949205468998414,21.626175281399046,14.425657021031308,9.106349641190212,3510
6.0,0.9917,0.02176,0.01419,-0.0823,0.6122,1.0,45.57444852941176,45.984938529411764,28.340247117647056,14.425657021031308,9.106349641190212,3510
7.0,1.0485,0.02285,0.01445,-0.0678,0.3664,1.0,45.886214442013134,46.31452944201313,28.582438665207878,14.425657021031308,9.106349641190212,3510
8.0,1.0911,0.03127,0.02081,-0.0564,0.1478,1.0,34.89286856411896,35.33059356411896,22.026207138471374,14.425657021031308,9.106349641190212,3510
9.0,1.1985,0.04119,0.03058,-0.0555,0.1024,1.0,29.09686817188638,29.57232317188638,18.653932903131828,14.425657021031308,9.106349641190212,3510
10.0,1.2606,0.05341,0.04423,-0.0488,0.0883,1.0,23.60232166261,24.09449666261,15.416190997565998,14.425657021031308,9.106349641190212,3510
11.0,1.2426,0.06867,0.06133,-0.0361,0.0865,1.0,18.095238095238095,18.568773095238093,12.089618857142856,14.425657021031308,9.106349641190212,3510
12.0,1.1823,0.0867,0.08022,-0.0268,0.0889,1.0,13.63667820069204,14.07428820069204,9.349646920415225,14.425657021031308,9.106349641190212,3510
13.0,0.7448,0.1365,0.1308,-0.0428,0.1429,1.0,5.456410256410257,5.698920256410256,3.9956261538461537,14.425657021031308,9.106349641190212,3510
14.0,0.8999,0.17941,0.17335,-0.084,0.1898,1.0,5.015885402151497,5.3113404021514965,3.881949241290898,14.425657021031308,9.106349641190212,3510
15.0,0.9131,0.19526,0.18915,-0.0905,0.1692,1.0,4.676328997234457,4.971088997234457,3.688895398340674,14.425657021031308,9.106349641190212,3510
-5.0,-0.3991,0.03206,0.02302,-0.0622,1.0,0.1279,-12.44853399875234,-12.60554399875234,-7.868412399251404,13.408187709353445,8.476446125612068,3610
-4.0,-0.2879,0.02563,0.0155,-0.0638,1.0,0.1761,-11.232930159968786,-11.341765159968785,-7.026404095981272,13.408187709353445,8.476446125612068,3610
-3.0,-0.1808,0.02224,0.01261,-0.064,1.0,0.3103,-8.129496402877697,-8.193736402877697,-5.056545841726617,13.408187709353445,8.476446125612068,3610
-2.0,-0.0825,0.0211,0.01248,-0.0615,1.0,0.5625,-3.909952606635071,-3.9350526066350713,-2.426541563981043,13.408187709353445,8.476446125612068,3610
-1.0,-0.0067,0.02034,0.01249,-0.0527,1.0,0.8289,-0.32940019665683384,-0.3264401966568339,-0.2031381179941003,13.408187709353445,8.476446125612068,3610
0.0,0.089,0.0211,0.01263,-0.0548,1.0,1.0,4.218009478672985,4.259499478672986,2.621065687203791,13.408187709353445,8.476446125612068,3610
1.0,0.183,0.02353,0.01459,-0.0565,1.0,1.0,7.777305567360816,7.855690567360816,4.85032734041649,13.408187709353445,8.476446125612068,3610
2.0,0.3365,0.02723,0.01813,-0.0698,0.9679,1.0,12.357693720161587,12.499618720161585,7.752650232096952,13.408187709353445,8.476446125612068,3610
3.0,0.5131,0.02969,0.0208,-0.0844,0.9037,1.0,17.281913102054563,17.497628102054563,10.884749861232738,13.408187709353445,8.476446125612068,3610
4.0,0.6819,0.02961,0.02127,-0.0929,0.8331,1.0,23.029381965552176,23.315206965552175,14.502897179331306,13.408187709353445,8.476446125612068,3610
5.0,0.8668,0.02407,0.01663,-0.0954,0.7524,1.0,36.01163273784794,36.37493773784794,22.478505642708765,13.408187709353445,8.476446125612068,3610
6.0,0.9931,0.02032,0.01285,-0.0869,0.5556,1.0,48.873031496062985,49.28618149606298,30.32154489763779,13.408187709353445,8.476446125612068,3610
7.0,1.0283,0.0268,0.01666,-0.0716,0.2033,1.0,38.36940298507462,38.78880298507462,24.05174179104477,13.408187709353445,8.476446125612068,3610
8.0,1.1287,0.03516,0.02451,-0.0689,0.1192,1.0,32.10182025028442,32.55639025028442,20.38965015017065,13.408187709353445,8.476446125612068,3610
9.0,1.2171,0.04592,0.0363,-0.0648,0.0947,1.0,26.50479094076655,26.98811094076655,17.11727056445993,13.408187709353445,8.476446125612068,3610
10.0,1.2594,0.06051,0.05219,-0.0566,0.0869,1.0,20.813088745661876,21.303573745661875,13.740811247397126,13.408187709353445,8.476446125612068,3610
11.0,1.2206,0.07696,0.07026,-0.043,0.0889,1.0,15.860187110187109,16.32284711018711,10.725620266112266,13.408187709353445,8.476446125612068,3610
12.0,0.9354,0.13626,0.13052,-0.0698,0.16,1.0,6.864817261118451,7.191787261118451,5.03401835667107,13.408187709353445,8.476446125612068,3610
14.0,0.9074,0.18267,0.17675,-0.0939,0.1782,1.0,4.967427601686101,5.267222601686101,3.86071256101166,13.408187709353445,8.476446125612068,3610
15.0,0.961,0.20242,0.19661,-0.0935,0.157,1.0,4.747554589467444,5.058794589467444,3.778398753680466,13.408187709353445,8.476446125612068,3610
-5.0,-0.3868,0.02984,0.02023,-0.0706,1.0,0.1384,-12.962466487935657,-13.110926487935657,-8.163187892761394,12.610954514897701,8.014337947033857,3710
-4.0,-0.2692,0.02444,0.01426,-0.0728,1.0,0.2099,-11.014729950900163,-11.112789950900163,-6.875645970540098,12.610954514897701,8.014337947033857,3710
-3.0,-0.1567,0.02163,0.0124,-0.0736,1.0,0.4113,-7.244567730004624,-7.295982730004624,-4.500406638002773,12.610954514897701,8.014337947033857,3710
-2.0,-0.0644,0.02141,0.01295,-0.068,1.0,0.6313,-3.0079402148528724,-3.0240052148528727,-1.8666461289117233,12.610954514897701,8.014337947033857,3710
-1.0,0.0102,0.02123,0.01299,-0.0584,1.0,0.8087,0.48045219029674996,0.4914371902967499,0.30006531417805,12.610954514897701,8.014337947033857,3710
0.0,0.094,0.02047,0.01217,-0.056,1.0,1.0,4.592085979482169,4.636250979482169,2.8507575876893014,12.610954514897701,8.014337947033857,3710
1.0,0.2118,0.0225,0.01374,-0.0626,1.0,1.0,9.413333333333334,9.505583333333334,5.861560000000001,12.610954514897701,8.014337947033857,3710
2.0,0.3046,0.02558,0.01672,-0.065,1.0,1.0,11.907740422204848,12.036290422204848,7.450628253322908,12.610954514897701,8.014337947033857,3710
3.0,0.4955,0.02941,0.02082,-0.0849,0.945,1.0,16.84801088065284,17.05697588065284,10.606914528391703,12.610954514897701,8.014337947033857,3710
4.0,0.6855,0.02883,0.02089,-0.0979,0.8601,1.0,23.777315296566076,24.066470296566077,14.955913177939646,12.610954514897701,8.014337947033857,3710
5.0,0.8663,0.02206,0.01509,-0.0989,0.752,1.0,39.2701722574796,39.635332257479604,24.43388135448776,12.610954514897701,8.014337947033857,3710
6.0,0.9907,0.02163,0.01327,-0.0919,0.4004,1.0,45.80212667591309,46.21516167591309,28.476840005547853,12.610954514897701,8.014337947033857,3710
7.0,1.0615,0.02998,0.01941,-0.0841,0.151,1.0,35.4069379586391,35.8417779586391,22.30807677518346,12.610954514897701,8.014337947033857,3710
8.0,1.172,0.03913,0.02885,-0.083,0.1054,1.0,29.951443904932276,30.425578904932276,19.143340342959362,12.610954514897701,8.014337947033857,3710
9.0,1.2388,0.05159,0.0429,-0.0755,0.0919,1.0,24.01240550494282,24.50478050494282,15.64347530296569,12.610954514897701,8.014337947033857,3710
10.0,1.2657,0.06779,0.06023,-0.0662,0.087,1.0,18.6708954123027,19.1631404123027,12.46129924738162,12.610954514897701,8.014337947033857,3710
11.0,1.1337,0.08686,0.0811,-0.0481,0.0965,1.0,13.052037761915726,13.476517761915726,8.952360657149436,12.610954514897701,8.014337947033857,3710
12.0,0.9292,0.15355,0.14806,-0.0915,0.2169,1.0,6.051449039400847,6.373804039400847,4.538509423640508,12.610954514897701,8.014337947033857,3710
13.0,0.9135,0.17103,0.16541,-0.1,0.1927,1.0,5.341168216102439,5.651053216102439,4.093994929661463,12.610954514897701,8.014337947033857,3710
14.0,0.9361,0.18776,0.18214,-0.1042,0.1692,1.0,4.985619940349382,5.297439940349382,3.900339964209629,12.610954514897701,8.014337947033857,3710
15.0,0.9475,0.20226,0.19658,-0.1124,0.1487,1.0,4.684564422031049,4.996154422031049,3.7290266532186296,12.610954514897701,8.014337947033857,3710
-5.0,-0.3665,0.02843,0.01843,-0.0794,1.0,0.1513,-12.891311994372142,-13.02830699437214,-8.099033196623285,12.398097339619596,7.89565516567652,3810
-4.0,-0.2408,0.02358,0.01365,-0.0833,1.0,0.2591,-10.212044105173876,-10.295164105173875,-6.364412463104325,12.398097339619596,7.89565516567652,3810
-3.0,-0.1244,0.02166,0.01279,-0.084,1.0,0.5003,-5.743305632502309,-5.778695632502309,-3.566315379501385,12.398097339619596,7.89565516567652,3810
-2.0,-0.0435,0.02202,0.01365,-0.0744,1.0,0.6771,-1.975476839237057,-1.981566839237057,-1.2257501035422342,12.398097339619596,7.89565516567652,3810
-1.0,0.0172,0.02241,0.01413,-0.0607,1.0,0.8127,0.7675145024542616,0.7813995024542615,0.47929670147255693,12.398097339619596,7.89565516567652,3810
0.0,0.0588,0.02002,0.01189,-0.0468,1.0,1.0,2.937062937062937,2.9646129370629373,1.8217137622377624,12.398097339619596,7.89565516567652,3810
1.0,0.2118,0.02183,0.01333,-0.0619,1.0,1.0,9.702244617498854,9.794619617498855,6.034970770499313,12.398097339619596,7.89565516567652,3810
2.0,0.3272,0.0247,0.01622,-0.0691,1.0,1.0,13.246963562753036,13.386223562753036,8.27734813765182,12.398097339619596,7.89565516567652,3810
3.0,0.4794,0.02889,0.02076,-0.0839,0.9661,1.0,16.59397715472482,16.796462154724818,10.438398292834892,12.398097339619596,7.89565516567652,3810
4.0,0.6883,0.02734,0.01996,-0.1008,0.8693,1.0,25.17556693489393,25.467456934893928,15.798252160936357,12.398097339619596,7.89565516567652,3810
5.0,0.9182,0.01921,0.01247,-0.1091,0.686,1.0,47.798021863612696,48.1884268636127,29.604081118167617,12.398097339619596,7.89565516567652,3810
6.0,1.0005,0.02474,0.01518,-0.1002,0.2405,1.0,40.44058205335489,40.85847205335489,25.269921232012933,12.398097339619596,7.89565516567652,3810
7.0,1.114,0.03338,0.02286,-0.1001,0.1264,1.0,33.37327741162373,33.83221741162373,21.141300446974242,12.398097339619596,7.89565516567652,3810
8.0,1.2196,0.04428,0.03466,-0.0982,0.0988,1.0,27.542908762420957,28.03806876242096,17.746309257452577,12.398097339619596,7.89565516567652,3810
9.0,1.255,0.05833,0.05086,-0.086,0.0922,1.0,21.515515172295558,22.014150172295558,14.161243103377332,12.398097339619596,7.89565516567652,3810
10.0,1.211,0.0766,0.07077,-0.0699,0.0955,1.0,15.809399477806789,16.27646947780679,10.688309686684072,12.398097339619596,7.89565516567652,3810
11.0,1.0667,0.10289,0.09795,-0.0645,0.1111,1.0,10.367382641656137,10.761967641656137,7.273001584993682,12.398097339619596,7.89565516567652,3810
12.0,0.9349,0.15908,0.15402,-0.1078,0.2056,1.0,5.876917274327382,6.203677274327381,4.440014364596428,12.398097339619596,7.89565516567652,3810
13.0,0.9426,0.17675,0.17162,-0.1141,0.1835,1.0,5.3329561527581335,5.655851152758133,4.11843369165488,12.398097339619596,7.89565516567652,3810
14.0,0.9761,0.19349,0.1884,-0.117,0.1582,1.0,5.044705152721071,5.373500152721071,3.9759250916326425,12.398097339619596,7.89565516567652,3810
15.0,0.9929,0.21033,0.20517,-0.1251,0.1417,1.0,4.720677031331717,5.050202031331717,3.79575021879903,12.398097339619596,7.89565516567652,3810
-5.0,-0.3555,0.02773,0.01755,-0.0856,1.0,0.1641,-12.82005048683736,-12.95043548683736,-8.044516292102417,11.341911387214727,7.236041641852647,3910
-4.0,-0.2186,0.02346,0.01392,-0.092,1.0,0.3161,-9.317988064791132,-9.389558064791133,-5.804884838874679,11.341911387214727,7.236041641852647,3910
-3.0,-0.1025,0.02251,0.01393,-0.0915,1.0,0.5564,-4.553531763660596,-4.578336763660595,-2.8299710581963575,11.341911387214727,7.236041641852647,3910
-2.0,-0.0442,0.02312,0.01493,-0.0761,1.0,0.6994,-1.911764705882353,-1.918174705882353,-1.1882728235294118,11.341911387214727,7.236041641852647,3910
-1.0,-0.0135,0.02391,0.01583,-0.0553,1.0,0.8088,-0.5646173149309912,-0.5653823149309912,-0.3515223889585948,11.341911387214727,7.236041641852647,3910
0.0,0.0163,0.02277,0.01466,-0.0377,1.0,0.9408,0.7158541941150637,0.7222991941150637,0.4450285164690382,11.341911387214727,7.236041641852647,3910
1.0,0.116,0.02194,0.01376,-0.0424,1.0,1.0,5.28714676390155,5.33529676390155,3.2881400583409297,11.341911387214727,7.236041641852647,3910
2.0,0.2479,0.02499,0.01684,-0.054,1.0,1.0,9.919967987194878,10.022832987194878,6.200282792316926,11.341911387214727,7.236041641852647,3910
3.0,0.4197,0.02874,0.02094,-0.0728,0.9605,1.0,14.603340292275574,14.778690292275574,9.183236175365344,11.341911387214727,7.236041641852647,3910
4.0,0.6388,0.02524,0.01818,-0.0911,0.8664,1.0,25.309033280507133,25.57926328050713,15.828281968304278,11.341911387214727,7.236041641852647,3910
5.0,0.8863,0.01907,0.0123,-0.1049,0.6456,1.0,46.476140534871526,46.852595534871526,28.778660320922917,11.341911387214727,7.236041641852647,3910
6.0,0.9711,0.02516,0.01562,-0.0977,0.2223,1.0,38.59697933227345,39.002149332273454,24.13402559936407,11.341911387214727,7.236041641852647,3910
7.0,1.1052,0.03407,0.02407,-0.1017,0.1208,1.0,32.43909597886704,32.894650978867034,20.57201358732022,11.341911387214727,7.236041641852647,3910
8.0,1.2097,0.04606,0.03742,-0.0999,0.0978,1.0,26.263569257490232,26.75438925749023,16.968619554494136,11.341911387214727,7.236041641852647,3910
9.0,1.2337,0.06083,0.05417,-0.0869,0.0931,1.0,20.28111129376952,20.77024629376952,13.39889077626171,11.341911387214727,7.236041641852647,3910
10.0,1.1723,0.07941,0.07425,-0.07,0.0992,1.0,14.762624354615287,15.212839354615287,10.020992612769172,11.341911387214727,7.236041641852647,3910
11.0,0.8071,0.11104,0.10679,-0.0619,0.1273,1.0,7.268551873198848,7.554441873198848,5.152213123919309,11.341911387214727,7.236041641852647,3910
12.0,0.92,0.16036,0.15592,-0.1146,0.2018,1.0,5.737091544025942,6.059291544025942,4.341642926415565,11.341911387214727,7.236041641852647,3910
13.0,0.9727,0.17966,0.1753,-0.1148,0.1757,1.0,5.414115551597463,5.747805551597462,4.196717330958477,11.341911387214727,7.236041641852647,3910
14.0,0.9548,0.19333,0.18886,-0.1304,0.1544,1.0,4.938705839755857,5.263080839755857,3.8923975038535144,11.341911387214727,7.236041641852647,3910
15.0,0.9814,0.20871,0.20426,-0.1391,0.1364,1.0,4.702218389152413,5.0321533891524135,3.774899033491448,11.341911387214727,7.236041641852647,3910
-5.0,-0.3177,0.01593,0.00833,-0.0032,1.0,0.7451,-19.943502824858758,-20.07758782485876,-12.286667694915254,10.778606006099412,6.8421935560406,4010
-4.0,-0.0764,0.01619,0.00808,-0.0228,1.0,1.0,-4.718962322421247,-4.750777322421247,-2.9087353934527487,10.778606006099412,6.8421935560406,4010
-3.0,-0.0761,0.01565,0.00713,-0.009,1.0,1.0,-4.862619808306709,-4.898184808306709,-2.995901884984025,10.778606006099412,6.8421935560406,4010
-2.0,-0.0088,0.01667,0.00779,-0.005,1.0,1.0,-0.5278944211157769,-0.5382494211157769,-0.3283706526694661,10.778606006099412,6.8421935560406,4010
-1.0,0.0958,0.0188,0.00983,-0.0096,0.9881,1.0,5.095744680851063,5.127544680851064,3.150446808510638,10.778606006099412,6.8421935560406,4010
0.0,0.3324,0.02037,0.0118,-0.0355,0.9121,1.0,16.318114874815905,16.451539874815904,10.122744924889544,10.778606006099412,6.8421935560406,4010
1.0,0.52,0.01899,0.01108,-0.0446,0.8144,1.0,27.382833070036863,27.594718070036865,16.95036184202212,10.778606006099412,6.8421935560406,4010
2.0,0.6268,0.01784,0.01003,-0.036,0.6702,1.0,35.13452914798206,35.38712914798206,21.707549488789233,10.778606006099412,6.8421935560406,4010
3.0,0.7043,0.01899,0.01037,-0.0252,0.4353,1.0,37.08794102159031,37.36772602159031,22.955786612954185,10.778606006099412,6.8421935560406,4010
4.0,0.7729,0.02478,0.01436,-0.0174,0.1869,1.0,31.190476190476193,31.492466190476193,19.483969714285717,10.778606006099412,6.8421935560406,4010
5.0,0.8674,0.03214,0.02178,-0.0142,0.1235,1.0,26.988176726820157,27.323326726820156,17.055298036092093,10.778606006099412,6.8421935560406,4010
6.0,0.9456,0.04258,0.03334,-0.0099,0.1011,1.0,22.207609206200093,22.567529206200096,14.262639523720056,10.778606006099412,6.8421935560406,4010
7.0,0.9637,0.05883,0.0516,-0.0024,0.0981,1.0,16.381098079211288,16.73788307921129,10.780832847526773,10.778606006099412,6.8421935560406,4010
8.0,0.8494,0.0853,0.07924,-0.0029,0.1123,1.0,9.957796014067995,10.255776014067996,6.807307608440797,10.778606006099412,6.8421935560406,4010
9.0,0.5627,0.12783,0.1218,-0.0234,0.2312,1.0,4.40194007666432,4.570125076664319,3.1806380459985917,10.778606006099412,6.8421935560406,4010
10.0,0.5817,0.14256,0.13657,-0.0238,0.204,1.0,4.080387205387206,4.248927205387206,3.0038003232323236,10.778606006099412,6.8421935560406,4010
11.0,0.5489,0.14984,0.14384,-0.0265,0.1821,1.0,3.663240790176188,3.815830790176188,2.7195264741057126,10.778606006099412,6.8421935560406,4010
12.0,0.5866,0.16573,0.15979,-0.027,0.1603,1.0,3.5394919447293796,3.69936694472938,2.6798491668376276,10.778606006099412,6.8421935560406,4010
13.0,0.5697,0.17198,0.16604,-0.0309,0.1449,1.0,3.3125944877311317,3.4637544877311317,2.5259506926386788,10.778606006099412,6.8421935560406,4010
14.0,0.571,0.18066,0.17475,-0.035,0.1292,1.0,3.1606332336986602,3.30920323369866,2.4347479402191956,10.778606006099412,6.8421935560406,4010
15.0,0.5875,0.19247,0.18661,-0.0383,0.1166,1.0,3.0524237543513277,3.2026787543513278,2.3842902526107963,10.778606006099412,6.8421935560406,4010
-5.0,-0.3015,0.06757,0.0627,-0.0237,1.0,0.0613,-4.462039366582802,-4.609314366582802,-2.989867619949681,12.307560798736723,7.812551379242033,4110
-4.0,-0.2644,0.05787,0.05267,-0.023,1.0,0.0689,-4.568861240711941,-4.696656240711941,-3.014990744427165,12.307560798736723,7.812551379242033,4110
-3.0,-0.2058,0.04934,0.04352,-0.0234,1.0,0.0887,-4.171057965139846,-4.2710279651398455,-2.7159627790839074,12.307560798736723,7.812551379242033,4110
-2.0,-0.1003,0.03809,0.03194,-0.0336,0.9876,0.1914,-2.6332370700971386,-2.682322070097139,-1.684500242058283,12.307560798736723,7.812551379242033,4110
-1.0,0.205,0.02612,0.01862,-0.0634,0.8968,0.2561,7.848392036753445,7.936352036753445,4.915151222052066,12.307560798736723,7.812551379242033,4110
0.0,0.378,0.02188,0.01335,-0.0619,0.8047,0.1677,17.276051188299817,17.43488118829982,10.74544471297989,12.307560798736723,7.812551379242033,4110
1.0,0.4807,0.01983,0.01003,-0.0501,0.5651,0.1333,24.241048915784166,24.438443915784166,15.0263733494705,12.307560798736723,7.812551379242033,4110
2.0,0.5704,0.02286,0.01018,-0.0436,0.3089,0.1349,24.951881014873145,25.18169101487314,15.541316608923886,12.307560798736723,7.812551379242033,4110
3.0,0.6864,0.02343,0.0119,-0.0428,0.278,1.0,29.295774647887324,29.571459647887323,18.263458788732393,12.307560798736723,7.812551379242033,4110
4.0,0.7922,0.02682,0.01461,-0.0417,0.2611,1.0,29.537658463832962,29.85363846383296,18.513601078299775,12.307560798736723,7.812551379242033,4110
5.0,0.8932,0.03112,0.01895,-0.0406,0.2528,1.0,28.701799485861184,29.055699485861183,18.11211569151671,12.307560798736723,7.812551379242033,4110
6.0,0.9868,0.03686,0.02497,-0.0393,0.2489,1.0,26.771568095496477,27.15964809549648,17.046298857297884,12.307560798736723,7.812551379242033,4110
7.0,1.0572,0.04493,0.03393,-0.0365,0.2462,1.0,23.529935455152458,23.941300455152458,15.169825273091474,12.307560798736723,7.812551379242033,4110
8.0,1.015,0.06582,0.05669,-0.0322,0.2583,1.0,15.420844728046184,15.803594728046184,10.257562836827711,12.307560798736723,7.812551379242033,4110
10.0,0.7637,0.13568,0.12711,-0.0663,0.3435,1.0,5.628685141509434,5.886215141509434,4.120405084905661,12.307560798736723,7.812551379242033,4110
11.0,0.8096,0.14864,0.14007,-0.0673,0.325,1.0,5.446716899892357,5.716426899892358,4.054632139935414,12.307560798736723,7.812551379242033,4110
12.0,0.8075,0.15916,0.15058,-0.0705,0.302,1.0,5.073510932395075,5.338080932395075,3.826824559437045,12.307560798736723,7.812551379242033,4110
13.0,0.8358,0.17065,0.16219,-0.0735,0.284,1.0,4.897743920304717,5.168788920304717,3.7476663521828306,12.307560798736723,7.812551379242033,4110
14.0,0.8643,0.18219,0.17388,-0.0773,0.2684,1.0,4.743948625061749,5.021763625061748,3.681961175037049,12.307560798736723,7.812551379242033,4110
15.0,0.8939,0.1936,0.18547,-0.0818,0.253,1.0,4.617252066115703,4.902552066115703,3.6337112396694216,12.307560798736723,7.812551379242033,4110
-5.0,-0.3389,0.06953,0.06447,-0.0289,1.0,0.1308,-4.874155040989501,-5.0358100409895,-3.2744090245937008,18.013889600781468,11.33537253824666,4210
-2.0,-0.0685,0.03556,0.02997,-0.0476,0.9587,0.3969,-1.9263217097862768,-1.9572217097862767,-1.226645025871766,18.013889600781468,11.33537253824666,4210
-1.0,0.2089,0.028,0.01861,-0.0714,0.9017,0.1406,7.460714285714285,7.5516942857142855,4.686868571428571,18.013889600781468,11.33537253824666,4210
0.0,0.3903,0.02145,0.01185,-0.0777,0.8368,0.1997,18.195804195804193,18.364509195804192,11.311262517482517,18.013889600781468,11.33537253824666,4210
1.0,0.5236,0.01704,0.00857,-0.0738,0.7178,1.0,30.72769953051643,30.95075953051643,18.96419171830986,18.013889600781468,11.33537253824666,4210
2.0,0.6239,0.01825,0.00817,-0.0683,0.5671,1.0,34.18630136986302,34.44722636986302,21.13886082191781,18.013889600781468,11.33537253824666,4210
3.0,0.7269,0.02059,0.00957,-0.0662,0.4949,1.0,35.30354541039339,35.60387041039339,21.911529246236032,18.013889600781468,11.33537253824666,4210
4.0,0.8302,0.02336,0.01206,-0.0653,0.4574,1.0,35.53938356164384,35.87937356164384,22.155688136986303,18.013889600781468,11.33537253824666,4210
5.0,0.9317,0.0267,0.01543,-0.0646,0.4339,1.0,34.89513108614232,35.27384108614232,21.869898651685393,18.013889600781468,11.33537253824666,4210
6.0,1.0237,0.03106,0.0203,-0.0632,0.4152,1.0,32.95878943979395,33.37169943979394,20.799081663876365,18.013889600781468,11.33537253824666,4210
7.0,1.1041,0.03691,0.02684,-0.0613,0.3997,1.0,29.91330262801409,30.35487762801409,19.05082957680845,18.013889600781468,11.33537253824666,4210
8.0,1.1605,0.04549,0.03631,-0.0583,0.3859,1.0,25.511101340954056,25.970046340954056,16.46389280457243,18.013889600781468,11.33537253824666,4210
9.0,0.9614,0.0857,0.07722,-0.0623,0.3896,1.0,11.218203033838973,11.578603033838974,7.681411820303384,18.013889600781468,11.33537253824666,4210
10.0,0.8382,0.12168,0.11332,-0.0791,0.4674,1.0,6.888560157790927,7.186730157790927,4.954910094674555,18.013889600781468,11.33537253824666,4210
11.0,0.8362,0.13259,0.12438,-0.0781,0.43,1.0,6.306659627422882,6.5982746274228825,4.601487776453729,18.013889600781468,11.33537253824666,4210
12.0,0.8667,0.14444,0.13654,-0.0785,0.3945,1.0,6.000415397396843,6.298425397396843,4.445911238438106,18.013889600781468,11.33537253824666,4210
13.0,0.9207,0.15867,0.15121,-0.0792,0.36,1.0,5.802609188882586,6.115314188882587,4.378451513329551,18.013889600781468,11.33537253824666,4210
14.0,0.9137,0.16944,0.1622,-0.0819,0.3193,1.0,5.392469310670443,5.697799310670443,4.123483586402266,18.013889600781468,11.33537253824666,4210
-5.0,-0.373,0.0707,0.06577,-0.0239,1.0,0.1808,-5.275813295615276,-5.453193295615275,-3.5502379773691652,24.028574653200472,15.043419941920286,4310
-3.0,-0.2939,0.05015,0.04518,-0.0242,0.9986,0.3336,-5.860418743768694,-5.995793743768695,-3.8177612462612163,24.028574653200472,15.043419941920286,4310
-2.0,0.0072,0.03092,0.0218,-0.0674,0.9618,0.1442,0.23285899094437257,0.24049899094437255,0.14747139456662353,24.028574653200472,15.043419941920286,4310
-1.0,0.207,0.02553,0.01576,-0.0829,0.9134,0.2296,8.108108108108107,8.203013108108108,5.075048864864864,24.028574653200472,15.043419941920286,4310
0.0,0.3856,0.02077,0.01262,-0.0913,0.8569,1.0,18.5652383245065,18.736483324506498,11.5297189947039,24.028574653200472,15.043419941920286,4310
1.0,0.5336,0.01976,0.01083,-0.094,0.7895,1.0,27.00404858299595,27.235808582995947,16.74147714979757,24.028574653200472,15.043419941920286,4310
2.0,0.6482,0.01999,0.01051,-0.0917,0.7175,1.0,32.42621310655328,32.70300810655328,20.109099863931966,24.028574653200472,15.043419941920286,4310
3.0,0.7534,0.02144,0.0116,-0.0895,0.6594,1.0,35.139925373134325,35.45741537313433,21.842017223880593,24.028574653200472,15.043419941920286,4310
4.0,0.8549,0.02368,0.01375,-0.0878,0.6157,1.0,36.102195945945944,36.45865594594594,22.520261567567566,24.028574653200472,15.043419941920286,4310
5.0,0.9531,0.0265,0.01675,-0.0861,0.58,1.0,35.966037735849056,36.359857735849054,22.536032641509436,24.028574653200472,15.043419941920286,4310
6.0,1.047,0.02993,0.02054,-0.0841,0.5477,1.0,34.98162378884063,35.41068878884063,22.038398273304377,24.028574653200472,15.043419941920286,4310
7.0,1.1372,0.03379,0.02491,-0.0816,0.5152,1.0,33.654927493341226,34.11739249334122,21.331558496004735,24.028574653200472,15.043419941920286,4310
8.0,1.2041,0.03897,0.0309,-0.0767,0.4753,1.0,30.898126764177572,31.38329176417757,19.742852058506543,24.028574653200472,15.043419941920286,4310
9.0,1.3235,0.03563,0.02766,-0.0717,0.4079,1.0,37.14566376648891,37.678758766488905,23.610942259893342,24.028574653200472,15.043419941920286,4310
